graph_size (n),density,edge_count,algorithm,trial,max_flow_result,solve_time,setup_time,total_time
100,0.1,990,ford-fulkerson,2,83,0.00511000000005879,0.00207589999990887,0.00718589999996766
100,0.1,990,Edmonds-Karp,2,83,0.0012587000001076376,0.00035370000114198774,0.0016124000012496253
100,0.1,990,cplex,3,69.0,0.0024586999988969183,0.033075599998483085,0.03553429999738
100,0.1,990,ford-fulkerson,3,69,0.004181599999355967,0.0004126999992877245,0.004594299998643692
100,0.1,990,Edmonds-Karp,3,69,0.0010260999988531694,0.0003569999989849748,0.0013830999978381442
100,0.1,990,cplex,4,86.0,0.0027759000004152767,0.03265540000029432,0.0354313000007096
100,0.1,990,ford-fulkerson,4,86,0.004341899999417365,0.00041590000000724103,0.004757799999424606
100,0.1,990,Edmonds-Karp,4,86,0.001301199999943492,0.0003512999992381083,0.0016524999991816003
100,0.1,990,cplex,5,68.0,0.0025079000006371643,0.03289279999989958,0.035400700000536744
100,0.1,990,ford-fulkerson,5,68,0.004123900000195135,0.0004231999992043711,0.0045470999993995065
100,0.1,990,Edmonds-Karp,5,68,0.0013324999999895226,0.0003613999997469364,0.001693899999736459
100,0.3,2970,cplex,1,263.0,0.006223100001079729,0.07965110000077402,0.08587420000185375
100,0.3,2970,ford-fulkerson,1,263,0.019984000000476954,0.0012150999991717981,0.02119909999964875
100,0.3,2970,Edmonds-Karp,1,263,0.005166400000234717,0.0010696999997890089,0.0062361000000237254
100,0.3,2970,cplex,2,272.0,0.006493099999715923,0.08156420000159414,0.08805730000131007
100,0.3,2970,ford-fulkerson,2,272,0.01790219999929832,0.0011510000003909227,0.01905319999968924
100,0.3,2970,Edmonds-Karp,2,272,0.0032375999999203486,0.0010339000000385568,0.004271499999958905
100,0.3,2970,cplex,3,361.0,0.00636569999915082,0.08069760000034876,0.08706329999949958
100,0.3,2970,ford-fulkerson,3,361,0.026582000000416883,0.0011520999996719183,0.0277341000000888
100,0.3,2970,Edmonds-Karp,3,361,0.005402900000262889,0.0010354000005463604,0.0064383000008092495
100,0.3,2970,cplex,4,259.0,0.006078899999920395,0.08167999999932363,0.08775889999924402
100,0.3,2970,ford-fulkerson,4,259,0.018255599999974947,0.0011738999983208487,0.019429499998295796
100,0.3,2970,Edmonds-Karp,4,259,0.004936999999699765,0.0010288000012224074,0.005965800000922172
100,0.3,2970,cplex,5,223.0,0.006337099999655038,0.08095380000122532,0.08729090000088036
100,0.3,2970,ford-fulkerson,5,223,0.01577220000035595,0.0011544999997568084,0.01692670000011276
100,0.3,2970,Edmonds-Karp,5,223,0.0033702999990055105,0.0009946999998646788,0.004364999998870189
100,0.5,4950,cplex,1,488.0,0.01497410000047239,0.12726029999976163,0.14223440000023402
100,0.5,4950,ford-fulkerson,1,488,0.03576029999931052,0.0017511999994894722,0.03751149999879999
100,0.5,4950,Edmonds-Karp,1,488,0.006779900000765338,0.0016219999997701962,0.008401900000535534
100,0.5,4950,cplex,2,580.0,0.014211599998816382,0.1280516999995598,0.14226329999837617
100,0.5,4950,ford-fulkerson,2,580,0.04465640000125859,0.0017826000002969522,0.04643900000155554
100,0.5,4950,Edmonds-Karp,2,580,0.009926200000336394,0.001665200001298217,0.01159140000163461
100,0.5,4950,cplex,3,491.0,0.014290700000856305,0.12772430000040913,0.14201500000126543
100,0.5,4950,ford-fulkerson,3,491,0.03749749999951746,0.0017555999984324444,0.0392530999979499
100,0.5,4950,Edmonds-Karp,3,491,0.009555700000419165,0.0016584000004513655,0.01121410000087053
100,0.5,4950,cplex,4,539.0,0.015554499999780091,0.127683500000785,0.14323800000056508
100,0.5,4950,ford-fulkerson,4,539,0.04268459999912011,0.0017372999991493998,0.04442189999826951
100,0.5,4950,Edmonds-Karp,4,539,0.007840199999918696,0.0016689000003680121,0.009509100000286708
100,0.5,4950,cplex,5,540.0,0.015006400000856956,0.13219960000060382,0.14720600000146078
100,0.5,4950,ford-fulkerson,5,540,0.04154089999974531,0.0017714000005071284,0.043312300000252435
100,0.5,4950,Edmonds-Karp,5,540,0.00923280000097293,0.0016888999998627696,0.010921700000835699
100,0.7,6930,cplex,1,755.0,0.018065700000079232,0.17982040000060806,0.1978861000006873
100,0.7,6930,ford-fulkerson,1,755,0.060819600001195795,0.002354600001126528,0.06317420000232232
100,0.7,6930,Edmonds-Karp,1,755,0.014080099999773665,0.0023552000002382556,0.01643530000001192
100,0.7,6930,cplex,2,698.0,0.01756550000027346,0.17643839999982447,0.19400390000009793
100,0.7,6930,ford-fulkerson,2,698,0.06380969999918307,0.0024832999988575466,0.06629299999804061
100,0.7,6930,Edmonds-Karp,2,698,0.012083800000254996,0.0024171000004571397,0.014500900000712136
100,0.7,6930,cplex,3,750.0,0.0186279999998078,0.17663790000005974,0.19526589999986754
100,0.7,6930,ford-fulkerson,3,750,0.05714350000016566,0.002372700000705663,0.05951620000087132
100,0.7,6930,Edmonds-Karp,3,750,0.0127823000002536,0.0023636000005353708,0.01514590000078897
100,0.7,6930,cplex,4,720.0,0.019841100000121514,0.1926356999993004,0.21247679999942193
100,0.7,6930,ford-fulkerson,4,720,0.06304650000129186,0.0024403000006714137,0.06548680000196327
100,0.7,6930,Edmonds-Karp,4,720,0.014420499999687308,0.002375299998675473,0.01679579999836278
100,0.7,6930,cplex,5,650.0,0.018679999999221764,0.1732241999998223,0.19190419999904407
100,0.7,6930,ford-fulkerson,5,650,0.0644535999999789,0.002426999999443069,0.06688059999942197
100,0.7,6930,Edmonds-Karp,5,650,0.014703500000905478,0.0023223999996844213,0.0170259000005899
100,0.9,8910,cplex,1,939.0,0.023465700000087963,0.22213679999913438,0.24560249999922235
100,0.9,8910,ford-fulkerson,1,939,0.07484920000024431,0.002800599999318365,0.07764979999956267
100,0.9,8910,Edmonds-Karp,1,939,0.020082699998965836,0.0029199000000517117,0.023002599999017548
100,0.9,8910,cplex,2,955.0,0.021535399999265792,0.23470260000067356,0.25623799999993935
100,0.9,8910,ford-fulkerson,2,955,0.07637749999958032,0.002792299999782699,0.07916979999936302
100,0.9,8910,Edmonds-Karp,2,955,0.019143800000165356,0.003001099999892176,0.022144900000057532
100,0.9,8910,cplex,3,906.0,0.023731199999019736,0.24034469999969588,0.2640758999987156
100,0.9,8910,ford-fulkerson,3,906,0.07015680000040447,0.002896700001656427,0.0730535000020609
100,0.9,8910,Edmonds-Karp,3,906,0.02038610000090557,0.002924299998994684,0.023310399999900255
100,0.9,8910,cplex,4,853.0,0.022117500000604196,0.22191620000012335,0.24403370000072755
100,0.9,8910,ford-fulkerson,4,853,0.0775208000013663,0.0029047000007267343,0.08042550000209303
100,0.9,8910,Edmonds-Karp,4,853,0.013986099998874124,0.002960699999675853,0.016946799998549977
100,0.9,8910,cplex,5,924.0,0.02275509999890346,0.22662380000110716,0.24937890000001062
100,0.9,8910,ford-fulkerson,5,924,0.07173139999940759,0.002842699999746401,0.07457409999915399
100,0.9,8910,Edmonds-Karp,5,924,0.015448099999048281,0.0030275000008259667,0.018475599999874248
100,1,9702,cplex,1,1008.0,0.023440599999958067,0.24241040000015346,0.2658510000001115
100,1,9702,ford-fulkerson,1,1008,0.08281739999983984,0.0030999999999039574,0.0859173999997438
100,1,9702,Edmonds-Karp,1,1008,0.020005899999887333,0.0031541999996989034,0.023160099999586237
100,1,9702,cplex,2,1086.0,0.02370880000125908,0.26317480000034266,0.28688360000160174
100,1,9702,ford-fulkerson,2,1086,0.08817529999942053,0.003101599999354221,0.09127689999877475
100,1,9702,Edmonds-Karp,2,1086,0.01807820000067295,0.0031424999997398118,0.021220700000412762
100,1,9702,cplex,3,950.0,0.021002100000259816,0.242824599999949,0.2638267000002088
100,1,9702,ford-fulkerson,3,950,0.07194849999905273,0.003025800000614254,0.07497429999966698
100,1,9702,Edmonds-Karp,3,950,0.018839300000763615,0.0030972999993537087,0.021936600000117323
100,1,9702,cplex,4,993.0,0.021278500000335043,0.24739080000108515,0.2686693000014202
100,1,9702,ford-fulkerson,4,993,0.07772250000016356,0.0030203999995137565,0.08074289999967732
100,1,9702,Edmonds-Karp,4,993,0.012382200000502053,0.003147399998852052,0.015529599999354105
100,1,9702,cplex,5,959.0,0.023395800000798772,0.24664479999955802,0.2700406000003568
100,1,9702,ford-fulkerson,5,959,0.07357690000026196,0.0034563999997772044,0.07703330000003916
100,1,9702,Edmonds-Karp,5,959,0.016959200000201236,0.0031808000003366033,0.02014000000053784
250,0.1,6225,cplex,1,259.0,0.01880890000029467,0.2131812000006903,0.23199010000098497
250,0.1,6225,ford-fulkerson,1,259,0.04982110000128159,0.002653400000781403,0.052474500002062996
250,0.1,6225,Edmonds-Karp,1,259,0.011943800000153715,0.00233479999951669,0.014278599999670405
250,0.1,6225,cplex,2,239.0,0.01846279999881517,0.21627840000110155,0.23474119999991672
250,0.1,6225,ford-fulkerson,2,239,0.04711200000019744,0.0026033999984065304,0.04971539999860397
250,0.1,6225,Edmonds-Karp,2,239,0.011916800000108196,0.0023385999993479345,0.014255399999456131
250,0.1,6225,cplex,3,274.0,0.017501800000900403,0.22219349999977567,0.23969530000067607
250,0.1,6225,ford-fulkerson,3,274,0.04889029999867489,0.002567999999882886,0.05145829999855778
250,0.1,6225,Edmonds-Karp,3,274,0.01170529999944847,0.0022332999997161096,0.01393859999916458
250,0.1,6225,cplex,4,273.0,0.01767930000096385,0.2391371000012441,0.25681640000220796
250,0.1,6225,ford-fulkerson,4,273,0.052922899998520734,0.0025974000000132946,0.05552029999853403
250,0.1,6225,Edmonds-Karp,4,273,0.018849399999453453,0.002263399999719695,0.02111279999917315
250,0.1,6225,cplex,5,327.0,0.01728270000057819,0.21515510000062932,0.2324378000012075
250,0.1,6225,ford-fulkerson,5,327,0.05931039999995846,0.0026066999998874962,0.06191709999984596
250,0.1,6225,Edmonds-Karp,5,327,0.013796499999443768,0.0022105999996711034,0.01600709999911487
250,0.3,18675,cplex,1,640.0,0.04729419999966922,0.6832383000000846,0.7305324999997538
250,0.3,18675,ford-fulkerson,1,640,0.173818699999174,0.007139100000131293,0.18095779999930528
250,0.3,18675,Edmonds-Karp,1,640,0.052242800000385614,0.008949499999289401,0.061192299999675015
250,0.3,18675,cplex,2,655.0,0.050989199999094126,0.6384406999986822,0.6894298999977764
250,0.3,18675,ford-fulkerson,2,655,0.1665145000006305,0.0069459999995160615,0.17346050000014657
250,0.3,18675,Edmonds-Karp,2,655,0.04539130000011937,0.006310300001132418,0.05170160000125179
250,0.3,18675,cplex,3,669.0,0.04372540000076697,0.7169033000009222,0.7606287000016891
250,0.3,18675,ford-fulkerson,3,669,0.12925920000088809,0.0070744000004197005,0.1363336000013078
250,0.3,18675,Edmonds-Karp,3,669,0.023980599999049446,0.006283900000198628,0.030264499999248073
250,0.3,18675,cplex,4,617.0,0.04480849999890779,0.6445881999989069,0.6893966999978147
250,0.3,18675,ford-fulkerson,4,617,0.150684000000183,0.006907900000442169,0.15759190000062517
250,0.3,18675,Edmonds-Karp,4,617,0.037556499999482185,0.006249699999898439,0.043806199999380624
250,0.3,18675,cplex,5,648.0,0.0503854999988107,0.6141122999997606,0.6644977999985713
250,0.3,18675,ford-fulkerson,5,648,0.16697339999882388,0.0071417999988625525,0.17411519999768643
250,0.3,18675,Edmonds-Karp,5,648,0.04648759999872709,0.006350500001644832,0.052838100000371924
250,0.5,31125,cplex,1,1260.0,0.08125660000041535,1.0661803000002692,1.1474369000006845
250,0.5,31125,ford-fulkerson,1,1260,0.2999629999994795,0.011086700000305427,0.31104969999978493
250,0.5,31125,Edmonds-Karp,1,1260,0.0862725999995746,0.010327399999368936,0.09659999999894353
250,0.5,31125,cplex,2,1213.0,0.08091009999952803,1.0611948000005214,1.1421049000000494
250,0.5,31125,ford-fulkerson,2,1213,0.2758663999993587,0.011624500000834814,0.2874909000001935
250,0.5,31125,Edmonds-Karp,2,1213,0.07692839999981516,0.010950300000331481,0.08787870000014664
250,0.5,31125,cplex,3,1219.0,0.07738609999978507,1.0272716999988916,1.1046577999986766
250,0.5,31125,ford-fulkerson,3,1219,0.3092487000012625,0.011379200001101708,0.3206279000023642
250,0.5,31125,Edmonds-Karp,3,1219,0.11010780000106024,0.010388200000306824,0.12049600000136707
250,0.5,31125,cplex,4,1213.0,0.07664980000117794,1.1041827999997622,1.1808326000009401
250,0.5,31125,ford-fulkerson,4,1213,0.2710530000003928,0.011346799999955692,0.2823998000003485
250,0.5,31125,Edmonds-Karp,4,1213,0.08238929999970424,0.010468000000400934,0.09285730000010517
250,0.5,31125,cplex,5,1259.0,0.0738699000012275,1.0783104999991338,1.1521804000003613
250,0.5,31125,ford-fulkerson,5,1259,0.33125529999961145,0.01129649999893445,0.3425517999985459
250,0.5,31125,Edmonds-Karp,5,1259,0.09656820000054722,0.010382799999206327,0.10695099999975355
250,0.7,43575,cplex,1,1759.0,0.11097710000103689,1.5508233000000473,1.6618004000010842
250,0.7,43575,ford-fulkerson,1,1759,0.39131260000067414,0.015138900000238209,0.40645150000091235
250,0.7,43575,Edmonds-Karp,1,1759,0.13129149999986112,0.014704400000482565,0.14599590000034368
250,0.7,43575,cplex,2,1860.0,0.11936389999937091,1.5544957999991311,1.673859699998502
250,0.7,43575,ford-fulkerson,2,1860,0.4836747999997897,0.015481700000236742,0.4991565000000264
250,0.7,43575,Edmonds-Karp,2,1860,0.15560589999950025,0.015024099999209284,0.17062999999870954
250,0.7,43575,cplex,3,1735.0,0.10355949999939185,1.5697432000015397,1.6733027000009315
250,0.7,43575,ford-fulkerson,3,1735,0.42939859999933105,0.015205699999569333,0.4446042999989004
250,0.7,43575,Edmonds-Karp,3,1735,0.14411519999885058,0.014508099999147817,0.1586232999979984
250,0.7,43575,cplex,4,1744.0,0.10437110000020766,1.5253388000000996,1.6297099000003072
250,0.7,43575,ford-fulkerson,4,1744,0.39190339999913704,0.015200099998764927,0.40710349999790196
250,0.7,43575,Edmonds-Karp,4,1744,0.13945719999901485,0.015340999998443294,0.15479819999745814
250,0.7,43575,cplex,5,1693.0,0.09902259999944363,1.6657121000007464,1.76473470000019
250,0.7,43575,ford-fulkerson,5,1693,0.471477799999775,0.016043199999330682,0.4875209999991057
250,0.7,43575,Edmonds-Karp,5,1693,0.15051520000088203,0.014951600000131293,0.16546680000101333
250,0.9,56025,cplex,1,2268.0,0.12864380000064557,1.9410950000001321,2.0697388000007777
250,0.9,56025,ford-fulkerson,1,2268,0.5241953000004287,0.018592800000988063,0.5427881000014168
250,0.9,56025,Edmonds-Karp,1,2268,0.21471380000002682,0.019054799999139505,0.23376859999916633
250,0.9,56025,cplex,2,2281.0,0.14775030000055267,1.9505076999994344,2.098257999999987
250,0.9,56025,ford-fulkerson,2,2281,0.6572075999993103,0.02101580000089598,0.6782234000002063
250,0.9,56025,Edmonds-Karp,2,2281,0.24853299999995215,0.019750899999053217,0.26828389999900537
250,0.9,56025,cplex,3,2367.0,0.12804209999922023,1.8455849999991187,1.973627099998339
250,0.9,56025,ford-fulkerson,3,2367,0.5474940000003699,0.019124700000247685,0.5666187000006175
250,0.9,56025,Edmonds-Karp,3,2367,0.2034376000010525,0.018477999999959138,0.22191560000101163
250,0.9,56025,cplex,4,2342.0,0.1247456000000966,1.9833754999999655,2.108121100000062
250,0.9,56025,ford-fulkerson,4,2342,0.6413006999991921,0.019047699999646284,0.6603483999988384
250,0.9,56025,Edmonds-Karp,4,2342,0.25607449999915843,0.019040799999856972,0.2751152999990154
250,0.9,56025,cplex,5,2421.0,0.12752459999865096,2.0279900000005,2.155514599999151
250,0.9,56025,ford-fulkerson,5,2421,0.6222534000007727,0.01983299999847077,0.6420863999992434
250,0.9,56025,Edmonds-Karp,5,2421,0.1987435999999434,0.01914329999999609,0.2178868999999395
250,1,61752,cplex,1,2422.0,0.13854100000025937,2.4239035999999032,2.5624446000001626
250,1,61752,ford-fulkerson,1,2422,0.5683555999985401,0.020488600001044688,0.5888441999995848
250,1,61752,Edmonds-Karp,1,2422,0.20584039999994275,0.020838300000832533,0.22667870000077528
250,1,61752,cplex,2,2483.0,0.13258940000014263,2.387456700000257,2.5200461000003997
250,1,61752,ford-fulkerson,2,2483,0.5956919999989623,0.020765100000062375,0.6164570999990246
250,1,61752,Edmonds-Karp,2,2483,0.22785149999981513,0.0229153000000224,0.25076679999983753
250,1,61752,cplex,3,2556.0,0.14174660000026051,2.3043902999997954,2.446136900000056
250,1,61752,ford-fulkerson,3,2556,0.6676843000004737,0.020204399999784073,0.6878887000002578
250,1,61752,Edmonds-Karp,3,2556,0.23824930000046152,0.021280000000842847,0.25952930000130436
250,1,61752,cplex,4,2440.0,0.1430233999999473,2.323218599998654,2.4662419999986014
250,1,61752,ford-fulkerson,4,2440,0.5673956999999064,0.020683200000348734,0.5880789000002551
250,1,61752,Edmonds-Karp,4,2440,0.21569970000018657,0.02102310000009311,0.23672280000027968
250,1,61752,cplex,5,2601.0,0.13756170000124257,2.2021396000000095,2.339701300001252
250,1,61752,ford-fulkerson,5,2601,0.7372336000007635,0.01986410000063188,0.7570977000013954
250,1,61752,Edmonds-Karp,5,2601,0.2676123000001098,0.02126210000096762,0.28887440000107745
500,0.1,24950,cplex,1,497.0,0.06160710000040126,1.3540924999997515,1.4156996000001527
500,0.1,24950,ford-fulkerson,1,497,0.2740250000006199,0.012157699999079341,0.28618269999969925
500,0.1,24950,Edmonds-Karp,1,497,0.08863709999968705,0.010139699999854201,0.09877679999954125
500,0.1,24950,cplex,2,440.0,0.06438270000035118,1.4171454999996058,1.481528199999957
500,0.1,24950,ford-fulkerson,2,440,0.23979590000089956,0.012347500000032596,0.25214340000093216
500,0.1,24950,Edmonds-Karp,2,440,0.06249289999868779,0.010265500000969041,0.07275839999965683
500,0.1,24950,cplex,3,464.0,0.061489699999583536,1.434876199999053,1.4963658999986365
500,0.1,24950,ford-fulkerson,3,464,0.23869729999933043,0.01265880000028119,0.2513560999996116
500,0.1,24950,Edmonds-Karp,3,464,0.09404759999961243,0.010492900000826921,0.10454050000043935
500,0.1,24950,cplex,4,554.0,0.0606435000008787,1.3566767000011168,1.4173202000019955
500,0.1,24950,ford-fulkerson,4,554,0.2962781999995059,0.012601999998878455,0.30888019999838434
500,0.1,24950,Edmonds-Karp,4,554,0.09748550000040268,0.010329499998988467,0.10781499999939115
500,0.1,24950,cplex,5,626.0,0.06391419999999925,1.3552055999989534,1.4191197999989527
500,0.1,24950,ford-fulkerson,5,626,0.3024731999994401,0.012562600000819657,0.31503580000025977
500,0.1,24950,Edmonds-Karp,5,626,0.10811830000056943,0.011018700000931858,0.11913700000150129
500,0.3,74850,cplex,1,1486.0,0.23256059999948775,4.140749900001538,4.3733105000010255
500,0.3,74850,ford-fulkerson,1,1486,0.8193622000017058,0.03623180000067805,0.8555940000023838
500,0.3,74850,Edmonds-Karp,1,1486,0.23064280000107829,0.03161790000012843,0.2622607000012067
500,0.3,74850,cplex,2,1466.0,0.22111389999918174,3.9253924999993615,4.146506399998543
500,0.3,74850,ford-fulkerson,2,1466,1.0265867000016442,0.0362609000003431,1.0628476000019873
500,0.3,74850,Edmonds-Karp,2,1466,0.38455640000029234,0.030969700001151068,0.4155261000014434
500,0.3,74850,cplex,3,1535.0,0.22777640000094834,4.086793399999806,4.314569800000754
500,0.3,74850,ford-fulkerson,3,1535,1.0082824000000983,0.03620829999999842,1.0444907000000967
500,0.3,74850,Edmonds-Karp,3,1535,0.30770080000002054,0.031627499998649,0.33932829999866954
500,0.3,74850,cplex,4,1362.0,0.20991610000055516,4.192822999999407,4.4027390999999625
500,0.3,74850,ford-fulkerson,4,1362,1.025414499999897,0.03653180000037537,1.0619463000002725
500,0.3,74850,Edmonds-Karp,4,1362,0.45076309999967634,0.031853700000283425,0.48261679999995977
500,0.3,74850,cplex,5,1435.0,0.22019389999877603,4.256004599999869,4.476198499998645
500,0.3,74850,ford-fulkerson,5,1435,1.0015475000000151,0.03600199999891629,1.0375494999989314
500,0.3,74850,Edmonds-Karp,5,1435,0.3969809999998688,0.031355400000393274,0.4283364000002621
500,0.5,124750,cplex,1,2728.0,0.40751730000010866,7.311274500001673,7.718791800001782
500,0.5,124750,ford-fulkerson,1,2728,1.878534800000125,0.07393530000081228,1.9524701000009372
500,0.5,124750,Edmonds-Karp,1,2728,0.9340630999995483,0.055168099999718834,0.9892311999992671
500,0.5,124750,cplex,2,2719.0,0.40887259999908565,7.566867399998955,7.975739999998041
500,0.5,124750,ford-fulkerson,2,2719,2.1459546000005503,0.05966869999974733,2.2056233000002976
500,0.5,124750,Edmonds-Karp,2,2719,1.0136528000002727,0.05315150000024005,1.0668043000005127
500,0.5,124750,cplex,3,2306.0,0.38224240000090504,7.11359469999843,7.495837099999335
500,0.5,124750,ford-fulkerson,3,2306,1.5837035000004107,0.0598587000004045,1.6435622000008152
500,0.5,124750,Edmonds-Karp,3,2306,0.8506801000003179,0.055733999999574735,0.9064140999998926
500,0.5,124750,cplex,4,2661.0,0.38149609999891254,7.28543770000033,7.666933799999242
500,0.5,124750,ford-fulkerson,4,2661,2.098488300000099,0.06090559999938705,2.159393899999486
500,0.5,124750,Edmonds-Karp,4,2661,0.9619314999999915,0.054557700001168996,1.0164892000011605
500,0.5,124750,cplex,5,2515.0,0.39848220000021684,7.17100980000032,7.569492000000537
500,0.5,124750,ford-fulkerson,5,2515,1.7852297999997973,0.06245809999927587,1.8476878999990731
500,0.5,124750,Edmonds-Karp,5,2515,0.8146092999995744,0.055743499999152846,0.8703527999987273
500,0.7,174650,cplex,1,3517.0,0.5722937999998976,11.20760269999846,11.779896499998358
500,0.7,174650,ford-fulkerson,1,3517,2.707952300001125,0.0817628999993758,2.7897152000005008
500,0.7,174650,Edmonds-Karp,1,3517,1.5789040999989084,0.07558160000007774,1.654485699998986
500,0.7,174650,cplex,2,3472.0,0.5158296999998129,11.393328300000576,11.909158000000389
500,0.7,174650,ford-fulkerson,2,3472,2.954828099998849,0.08361299999887706,3.0384410999977263
500,0.7,174650,Edmonds-Karp,2,3472,1.812487900000633,0.07931760000064969,1.8918055000012828
500,0.7,174650,cplex,3,3554.0,0.5455378999995446,10.714432699998724,11.259970599998269
500,0.7,174650,ford-fulkerson,3,3554,2.306417900001179,0.082607199999984,2.389025100001163
500,0.7,174650,Edmonds-Karp,3,3554,1.332075199999963,0.07614009999997506,1.408215299999938
500,0.7,174650,cplex,4,3631.0,0.5506242999999813,11.382993399998668,11.93361769999865
500,0.7,174650,ford-fulkerson,4,3631,2.912082200000441,0.08178299999963201,2.993865200000073
500,0.7,174650,Edmonds-Karp,4,3631,1.7787956000011036,0.07596499999999651,1.8547606000011
500,0.7,174650,cplex,5,3453.0,0.5548840000010387,11.533052900000257,12.087936900001296
500,0.7,174650,ford-fulkerson,5,3453,2.939426999999341,0.08460419999937585,3.024031199998717
500,0.7,174650,Edmonds-Karp,5,3453,1.8034606999990501,0.07766220000121393,1.881122900000264
500,0.9,224550,cplex,1,4699.0,0.7154279999995197,14.648984500001461,15.36441250000098
500,0.9,224550,ford-fulkerson,1,4699,3.8552753999993,0.10143590000006952,3.9567112999993697
500,0.9,224550,Edmonds-Karp,1,4699,2.6398327000006248,0.09877509999932954,2.7386077999999543
500,0.9,224550,cplex,2,4593.0,0.6977674999998271,14.10361870000088,14.801386200000707
500,0.9,224550,ford-fulkerson,2,4593,3.5135073000001285,0.10282000000006519,3.6163273000001936
500,0.9,224550,Edmonds-Karp,2,4593,2.351035399999091,0.1043971999988571,2.4554325999979483
500,0.9,224550,cplex,3,4650.0,0.6845518999998603,14.038901400001123,14.723453300000983
500,0.9,224550,ford-fulkerson,3,4650,3.405062399999224,0.10695490000034624,3.5120172999995702
500,0.9,224550,Edmonds-Karp,3,4650,2.0858275999999023,0.10058790000039153,2.186415500000294
500,0.9,224550,cplex,4,4445.0,0.6777323000005708,14.264279500001066,14.942011800001637
500,0.9,224550,ford-fulkerson,4,4445,3.823016299998926,0.10278800000014598,3.925804299999072
500,0.9,224550,Edmonds-Karp,4,4445,2.5869903000002523,0.09969710000041232,2.6866874000006646
500,0.9,224550,cplex,5,4869.0,0.6681386999989627,13.961095199998454,14.629233899997416
500,0.9,224550,ford-fulkerson,5,4869,3.8679312000003847,0.10367980000046373,3.9716110000008484
500,0.9,224550,Edmonds-Karp,5,4869,2.282030999998824,0.09952370000064548,2.3815546999994694
500,1,248502,cplex,1,5178.0,0.7602463999992324,16.156865500001004,16.917111900000236
500,1,248502,ford-fulkerson,1,5178,4.107665999999881,0.11620729999958712,4.223873299999468
500,1,248502,Edmonds-Karp,1,5178,2.5245176999997057,0.11009439999907045,2.634612099998776
500,1,248502,cplex,2,5185.0,0.7299452000006568,16.15549269999974,16.885437900000397
500,1,248502,ford-fulkerson,2,5185,4.489896099999896,0.11584620000030554,4.605742300000202
500,1,248502,Edmonds-Karp,2,5185,2.731463399999484,0.1201005000002624,2.8515638999997464
500,1,248502,cplex,3,5216.0,0.7512325000006967,15.724083000000974,16.47531550000167
500,1,248502,ford-fulkerson,3,5216,3.9172608999997465,0.10994650000066031,4.027207400000407
500,1,248502,Edmonds-Karp,3,5216,2.448543399999835,0.11008580000088841,2.5586292000007234
500,1,248502,cplex,4,5138.0,0.7697450000014214,16.4096499999996,17.179395000001023
500,1,248502,ford-fulkerson,4,5138,3.7173118999999133,0.11887810000007448,3.8361899999999878
500,1,248502,Edmonds-Karp,4,5138,2.28010600000016,0.11386359999960405,2.393969599999764
500,1,248502,cplex,5,5225.0,0.7480328000001464,16.644998799998575,17.39303159999872
500,1,248502,ford-fulkerson,5,5225,4.5539443000016036,0.11619870000140509,4.670143000003009
500,1,248502,Edmonds-Karp,5,5225,2.447258000000147,0.11134380000112287,2.55860180000127
750,0.1,56175,cplex,1,670.0,0.16965960000015912,3.782083899999634,3.951743499999793
750,0.1,56175,ford-fulkerson,1,670,0.4921386000005441,0.03093749999970896,0.5230761000002531
750,0.1,56175,Edmonds-Karp,1,670,0.24527600000146776,0.026124599999093334,0.2714006000005611
750,0.1,56175,cplex,2,770.0,0.17056210000009742,4.019305899999381,4.189867999999478
750,0.1,56175,ford-fulkerson,2,770,0.6936685999990004,0.03072249999968335,0.7243910999986838
750,0.1,56175,Edmonds-Karp,2,770,0.41228549999868846,0.02546489999986079,0.43775039999854926
750,0.1,56175,cplex,3,648.0,0.17878299999938463,4.176401000000624,4.355184000000008
750,0.1,56175,ford-fulkerson,3,648,0.49811380000028294,0.031231099999786238,0.5293449000000692
750,0.1,56175,Edmonds-Karp,3,648,0.2535287000009703,0.025473600000623264,0.27900230000159354
750,0.1,56175,cplex,4,604.0,0.17508679999991728,3.82226879999871,3.9973555999986274
750,0.1,56175,ford-fulkerson,4,604,0.4280638000000181,0.033932199999981094,0.4619959999999992
750,0.1,56175,Edmonds-Karp,4,604,0.1344139000011637,0.0261160000009113,0.160529900002075
750,0.1,56175,cplex,5,674.0,0.1660689000000275,4.2960431999999855,4.462112100000013
750,0.1,56175,ford-fulkerson,5,674,0.6724068999992596,0.03125689999978931,0.7036637999990489
750,0.1,56175,Edmonds-Karp,5,674,0.4282995000012306,0.025981000000683707,0.45428050000191433
750,0.3,168525,cplex,1,2274.0,0.5672074000012799,15.732810000001336,16.300017400002616
750,0.3,168525,ford-fulkerson,1,2274,2.906571999999869,0.0921965999987151,2.9987685999985842
750,0.3,168525,Edmonds-Karp,1,2274,1.3394876000002114,0.08200079999915033,1.4214883999993617
750,0.3,168525,cplex,2,1904.0,0.5508597000007285,15.790692099999433,16.34155180000016
750,0.3,168525,ford-fulkerson,2,1904,2.6696241999998165,0.09205610000026354,2.76168030000008
750,0.3,168525,Edmonds-Karp,2,1904,1.0691167000004498,0.0804007000006095,1.1495174000010593
750,0.3,168525,cplex,3,2356.0,0.565064500000517,15.406629900000553,15.97169440000107
750,0.3,168525,ford-fulkerson,3,2356,3.016934899998887,0.09329190000062226,3.1102267999995092
